payout,miles,fuel_cost,net_profit,estimated_minutes,net_hourly_rate,net_dollars_per_mile,hourly_score,mileage_score,profit_score,final_score,flags
5.50,8.5,1.2467,4.2533,27.8000,9.1799,0.5004,0.0000,0.0000,2.8167,0.4225,
5.50,9.0,1.3200,4.1800,28.7000,8.7387,0.4644,0.0000,0.0000,2.7250,0.4087,
5.50,9.5,1.3933,4.1067,29.6000,8.3243,0.4323,0.0000,0.0000,2.6333,0.3950,
5.50,10.0,1.4667,4.0333,30.5000,7.9344,0.4033,0.0000,0.0000,2.5417,0.3813,
5.50,10.5,1.5400,3.9600,31.4000,7.5669,0.3771,0.0000,0.0000,2.4500,0.3675,
5.50,11.0,1.6133,3.8867,32.3000,7.2198,0.3533,0.0000,0.0000,2.3583,0.3538,
5.50,11.5,1.6867,3.8133,33.2000,6.8916,0.3316,0.0000,0.0000,2.2667,0.3400,
5.50,12.0,1.7600,3.7400,34.1000,6.5806,0.3117,0.0000,0.0000,2.1750,0.3263,
5.50,12.5,1.8333,3.6667,34.9000,6.3037,0.2933,0.0000,0.0000,2.0833,0.3125,
5.50,13.0,1.9067,3.5933,35.7000,6.0392,0.2764,0.0000,0.0000,1.9917,0.2987,
5.50,13.5,1.9800,3.5200,36.5000,5.7863,0.2607,0.0000,0.0000,1.9000,0.2850,
5.50,14.0,2.0533,3.4467,37.3000,5.5442,0.2462,0.0000,0.0000,1.8083,0.2712,
5.50,14.5,2.1267,3.3733,38.1000,5.3123,0.2326,0.0000,0.0000,1.7167,0.2575,
5.50,15.0,2.2000,3.3000,38.9000,5.0900,0.2200,0.0000,0.0000,1.6250,0.2437,
5.50,15.5,2.2733,3.2267,39.7000,4.8766,0.2082,0.0000,0.0000,1.5333,0.2300,
5.50,16.0,2.3467,3.1533,40.5000,4.6716,0.1971,0.0000,0.0000,1.4417,0.2163,
5.50,16.5,2.4200,3.0800,41.3000,4.4746,0.1867,0.0000,0.0000,1.3500,0.2025,
5.50,17.0,2.4933,3.0067,42.1000,4.2850,0.1769,0.0000,0.0000,1.2583,0.1887,
5.50,17.5,2.5667,2.9333,42.9000,4.1026,0.1676,0.0000,0.0000,1.1667,0.1750,
5.50,18.0,2.6400,2.8600,43.7000,3.9268,0.1589,0.0000,0.0000,1.0750,0.1612,
5.50,18.5,2.7133,2.7867,44.5000,3.7573,0.1506,0.0000,0.0000,0.9833,0.1475,
5.50,19.0,2.7867,2.7133,45.3000,3.5938,0.1428,0.0000,0.0000,0.8917,0.1338,
5.50,19.5,2.8600,2.6400,46.1000,3.4360,0.1354,0.0000,0.0000,0.8000,0.1200,
5.50,20.0,2.9333,2.5667,46.9000,3.2836,0.1283,0.0000,0.0000,0.7083,0.1062,
6.00,0.5,0.0733,5.9267,8.0000,44.4500,11.8533,10.0000,10.0000,4.9083,9.2363,
6.00,1.0,0.1467,5.8533,9.5000,36.9684,5.8533,10.0000,10.0000,4.8167,9.2225,
6.00,1.5,0.2200,5.7800,11.0000,31.5273,3.8533,10.0000,10.0000,4.7250,9.2088,
6.00,2.0,0.2933,5.7067,12.5000,27.3920,2.8533,8.6960,10.0000,4.6333,8.4126,
6.00,2.5,0.3667,5.6333,13.8000,24.4928,2.2533,7.2464,10.0000,4.5417,7.5291,
6.00,3.0,0.4400,5.5600,15.1000,22.0927,1.8533,6.0464,7.3556,4.4500,6.1342,
6.00,3.5,0.5133,5.4867,16.4000,20.0732,1.5676,5.0366,5.4508,4.3583,5.0384,
6.00,4.0,0.5867,5.4133,17.7000,18.3503,1.3533,4.1751,4.0222,4.2667,4.1506,
6.00,4.5,0.6600,5.3400,19.0000,16.8632,1.1867,3.4316,2.9111,4.1750,3.4130,
6.00,5.0,0.7333,5.2667,20.3000,15.5665,1.0533,2.7833,2.0222,4.0833,2.7880,
6.00,5.5,0.8067,5.1933,21.4000,14.5607,0.9442,2.2804,1.2949,3.9917,2.2907,
6.00,6.0,0.8800,5.1200,22.5000,13.6533,0.8533,1.8267,0.6889,3.9000,1.8532,
6.00,6.5,0.9533,5.0467,23.6000,12.8305,0.7764,1.4153,0.1761,3.8083,1.4644,
6.00,7.0,1.0267,4.9733,24.7000,12.0810,0.7105,1.0405,0.0000,3.7167,1.1818,
6.00,7.5,1.1000,4.9000,25.8000,11.3953,0.6533,0.6977,0.0000,3.6250,0.9624,
6.00,8.0,1.1733,4.8267,26.9000,10.7658,0.6033,0.3829,0.0000,3.5333,0.7597,
6.00,8.5,1.2467,4.7533,27.8000,10.2590,0.5592,0.1295,0.0000,3.4417,0.5939,
6.00,9.0,1.3200,4.6800,28.7000,9.7840,0.5200,0.0000,0.0000,3.3500,0.5025,
6.00,9.5,1.3933,4.6067,29.6000,9.3378,0.4849,0.0000,0.0000,3.2583,0.4887,
6.00,10.0,1.4667,4.5333,30.5000,8.9180,0.4533,0.0000,0.0000,3.1667,0.4750,
6.00,10.5,1.5400,4.4600,31.4000,8.5223,0.4248,0.0000,0.0000,3.0750,0.4613,
6.00,11.0,1.6133,4.3867,32.3000,8.1486,0.3988,0.0000,0.0000,2.9833,0.4475,
6.00,11.5,1.6867,4.3133,33.2000,7.7952,0.3751,0.0000,0.0000,2.8917,0.4337,
6.00,12.0,1.7600,4.2400,34.1000,7.4604,0.3533,0.0000,0.0000,2.8000,0.4200,
6.00,12.5,1.8333,4.1667,34.9000,7.1633,0.3333,0.0000,0.0000,2.7083,0.4062,
6.00,13.0,1.9067,4.0933,35.7000,6.8796,0.3149,0.0000,0.0000,2.6167,0.3925,
6.00,13.5,1.9800,4.0200,36.5000,6.6082,0.2978,0.0000,0.0000,2.5250,0.3787,
6.00,14.0,2.0533,3.9467,37.3000,6.3485,0.2819,0.0000,0.0000,2.4333,0.3650,
6.00,14.5,2.1267,3.8733,38.1000,6.0997,0.2671,0.0000,0.0000,2.3417,0.3512,
6.00,15.0,2.2000,3.8000,38.9000,5.8612,0.2533,0.0000,0.0000,2.2500,0.3375,
6.00,15.5,2.2733,3.7267,39.7000,5.6322,0.2404,0.0000,0.0000,2.1583,0.3237,
6.00,16.0,2.3467,3.6533,40.5000,5.4123,0.2283,0.0000,0.0000,2.0667,0.3100,
6.00,16.5,2.4200,3.5800,41.3000,5.2010,0.2170,0.0000,0.0000,1.9750,0.2962,
6.00,17.0,2.4933,3.5067,42.1000,4.9976,0.2063,0.0000,0.0000,1.8833,0.2825,
6.00,17.5,2.5667,3.4333,42.9000,4.8019,0.1962,0.0000,0.0000,1.7917,0.2688,
6.00,18.0,2.6400,3.3600,43.7000,4.6133,0.1867,0.0000,0.0000,1.7000,0.2550,
6.00,18.5,2.7133,3.2867,44.5000,4.4315,0.1777,0.0000,0.0000,1.6083,0.2412,
6.00,19.0,2.7867,3.2133,45.3000,4.2561,0.1691,0.0000,0.0000,1.5167,0.2275,
6.00,19.5,2.8600,3.1400,46.1000,4.0868,0.1610,0.0000,0.0000,1.4250,0.2137,
6.00,20.0,2.9333,3.0667,46.9000,3.9232,0.1533,0.0000,0.0000,1.3333,0.2000,
6.50,0.5,0.0733,6.4267,8.0000,48.2000,12.8533,10.0000,10.0000,5.5333,9.3300,
6.50,1.0,0.1467,6.3533,9.5000,40.1263,6.3533,10.0000,10.0000,5.4417,9.3163,
6.50,1.5,0.2200,6.2800,11.0000,34.2545,4.1867,10.0000,10.0000,5.3500,9.3025,
6.50,2.0,0.2933,6.2067,12.5000,29.7920,3.1033,9.8960,10.0000,5.2583,9.2264,
6.50,2.5,0.3667,6.1333,13.8000,26.6667,2.4533,8.3333,10.0000,5.1667,8.2750,
6.50,3.0,0.4400,6.0600,15.1000,24.0795,2.0200,7.0397,8.4667,5.0750,7.1018,
6.50,3.5,0.5133,5.9867,16.4000,21.9024,1.7105,5.9512,6.4032,4.9833,5.9190,
6.50,4.0,0.5867,5.9133,17.7000,20.0452,1.4783,5.0226,4.8556,4.8917,4.9612,
6.50,4.5,0.6600,5.8400,19.0000,18.4421,1.2978,4.2211,3.6519,4.8000,4.1656,
6.50,5.0,0.7333,5.7667,20.3000,17.0443,1.1533,3.5222,2.6889,4.7083,3.4918,
6.50,5.5,0.8067,5.6933,21.4000,15.9626,1.0352,2.9813,1.9010,4.6167,2.9565,
6.50,6.0,0.8800,5.6200,22.5000,14.9867,0.9367,2.4933,1.2444,4.5250,2.4859,
6.50,6.5,0.9533,5.5467,23.6000,14.1017,0.8533,2.0508,0.6889,4.4333,2.0677,
6.50,7.0,1.0267,5.4733,24.7000,13.2955,0.7819,1.6478,0.2127,4.3417,1.6931,
6.50,7.5,1.1000,5.4000,25.8000,12.5581,0.7200,1.2791,0.0000,4.2500,1.4049,
6.50,8.0,1.1733,5.3267,26.9000,11.8810,0.6658,0.9405,0.0000,4.1583,1.1881,
6.50,8.5,1.2467,5.2533,27.8000,11.3381,0.6180,0.6691,0.0000,4.0667,1.0114,
6.50,9.0,1.3200,5.1800,28.7000,10.8293,0.5756,0.4146,0.0000,3.9750,0.8450,
6.50,9.5,1.3933,5.1067,29.6000,10.3514,0.5375,0.1757,0.0000,3.8833,0.6879,
6.50,10.0,1.4667,5.0333,30.5000,9.9016,0.5033,0.0000,0.0000,3.7917,0.5688,
6.50,10.5,1.5400,4.9600,31.4000,9.4777,0.4724,0.0000,0.0000,3.7000,0.5550,
6.50,11.0,1.6133,4.8867,32.3000,9.0774,0.4442,0.0000,0.0000,3.6083,0.5413,
6.50,11.5,1.6867,4.8133,33.2000,8.6988,0.4186,0.0000,0.0000,3.5167,0.5275,
6.50,12.0,1.7600,4.7400,34.1000,8.3402,0.3950,0.0000,0.0000,3.4250,0.5138,
6.50,12.5,1.8333,4.6667,34.9000,8.0229,0.3733,0.0000,0.0000,3.3333,0.5000,
6.50,13.0,1.9067,4.5933,35.7000,7.7199,0.3533,0.0000,0.0000,3.2417,0.4862,
6.50,13.5,1.9800,4.5200,36.5000,7.4301,0.3348,0.0000,0.0000,3.1500,0.4725,
6.50,14.0,2.0533,4.4467,37.3000,7.1528,0.3176,0.0000,0.0000,3.0583,0.4587,
6.50,14.5,2.1267,4.3733,38.1000,6.8871,0.3016,0.0000,0.0000,2.9667,0.4450,
6.50,15.0,2.2000,4.3000,38.9000,6.6324,0.2867,0.0000,0.0000,2.8750,0.4312,
6.50,15.5,2.2733,4.2267,39.7000,6.3879,0.2727,0.0000,0.0000,2.7833,0.4175,
6.50,16.0,2.3467,4.1533,40.5000,6.1531,0.2596,0.0000,0.0000,2.6917,0.4037,
6.50,16.5,2.4200,4.0800,41.3000,5.9274,0.2473,0.0000,0.0000,2.6000,0.3900,
6.50,17.0,2.4933,4.0067,42.1000,5.7102,0.2357,0.0000,0.0000,2.5083,0.3762,
6.50,17.5,2.5667,3.9333,42.9000,5.5012,0.2248,0.0000,0.0000,2.4167,0.3625,
6.50,18.0,2.6400,3.8600,43.7000,5.2998,0.2144,0.0000,0.0000,2.3250,0.3487,
6.50,18.5,2.7133,3.7867,44.5000,5.1056,0.2047,0.0000,0.0000,2.2333,0.3350,
6.50,19.0,2.7867,3.7133,45.3000,4.9183,0.1954,0.0000,0.0000,2.1417,0.3213,
6.50,19.5,2.8600,3.6400,46.1000,4.7375,0.1867,0.0000,0.0000,2.0500,0.3075,
6.50,20.0,2.9333,3.5667,46.9000,4.5629,0.1783,0.0000,0.0000,1.9583,0.2937,
7.00,0.5,0.0733,6.9267,8.0000,51.9500,13.8533,10.0000,10.0000,6.1583,9.4238,
7.00,1.0,0.1467,6.8533,9.5000,43.2842,6.8533,10.0000,10.0000,6.0667,9.4100,
7.00,1.5,0.2200,6.7800,11.0000,36.9818,4.5200,10.0000,10.0000,5.9750,9.3963,
7.00,2.0,0.2933,6.7067,12.5000,32.1920,3.3533,10.0000,10.0000,5.8833,9.3825,
7.00,2.5,0.3667,6.6333,13.8000,28.8406,2.6533,9.4203,10.0000,5.7917,9.0209,
7.00,3.0,0.4400,6.5600,15.1000,26.0662,2.1867,8.0331,9.5778,5.7000,8.0693,
7.00,3.5,0.5133,6.4867,16.4000,23.7317,1.8533,6.8659,7.3556,5.6083,6.7997,
7.00,4.0,0.5867,6.4133,17.7000,21.7401,1.6033,5.8701,5.6889,5.5167,5.7718,
7.00,4.5,0.6600,6.3400,19.0000,20.0211,1.4089,5.0105,4.3926,5.4250,4.9182,
7.00,5.0,0.7333,6.2667,20.3000,18.5222,1.2533,4.2611,3.3556,5.3333,4.1955,
7.00,5.5,0.8067,6.1933,21.4000,17.3645,1.1261,3.6822,2.5071,5.2417,3.6224,
7.00,6.0,0.8800,6.1200,22.5000,16.3200,1.0200,3.1600,1.8000,5.1500,3.1185,
7.00,6.5,0.9533,6.0467,23.6000,15.3729,0.9303,2.6864,1.2017,5.0583,2.6710,
7.00,7.0,1.0267,5.9733,24.7000,14.5101,0.8533,2.2551,0.6889,4.9667,2.2703,
7.00,7.5,1.1000,5.9000,25.8000,13.7209,0.7867,1.8605,0.2444,4.8750,1.9086,
7.00,8.0,1.1733,5.8267,26.9000,12.9963,0.7283,1.4981,0.0000,4.7833,1.6164,
7.00,8.5,1.2467,5.7533,27.8000,12.4173,0.6769,1.2086,0.0000,4.6917,1.4289,
7.00,9.0,1.3200,5.6800,28.7000,11.8746,0.6311,0.9373,0.0000,4.6000,1.2524,
7.00,9.5,1.3933,5.6067,29.6000,11.3649,0.5902,0.6824,0.0000,4.5083,1.0857,
7.00,10.0,1.4667,5.5333,30.5000,10.8852,0.5533,0.4426,0.0000,4.4167,0.9281,
7.00,10.5,1.5400,5.4600,31.4000,10.4331,0.5200,0.2166,0.0000,4.3250,0.7787,
7.00,11.0,1.6133,5.3867,32.3000,10.0062,0.4897,0.0031,0.0000,4.2333,0.6369,
7.00,11.5,1.6867,5.3133,33.2000,9.6024,0.4620,0.0000,0.0000,4.1417,0.6212,
7.00,12.0,1.7600,5.2400,34.1000,9.2199,0.4367,0.0000,0.0000,4.0500,0.6075,
7.00,12.5,1.8333,5.1667,34.9000,8.8825,0.4133,0.0000,0.0000,3.9583,0.5937,
7.00,13.0,1.9067,5.0933,35.7000,8.5602,0.3918,0.0000,0.0000,3.8667,0.5800,
7.00,13.5,1.9800,5.0200,36.5000,8.2521,0.3719,0.0000,0.0000,3.7750,0.5662,
7.00,14.0,2.0533,4.9467,37.3000,7.9571,0.3533,0.0000,0.0000,3.6833,0.5525,
7.00,14.5,2.1267,4.8733,38.1000,7.6745,0.3361,0.0000,0.0000,3.5917,0.5388,
7.00,15.0,2.2000,4.8000,38.9000,7.4036,0.3200,0.0000,0.0000,3.5000,0.5250,
7.00,15.5,2.2733,4.7267,39.7000,7.1436,0.3049,0.0000,0.0000,3.4083,0.5113,
7.00,16.0,2.3467,4.6533,40.5000,6.8938,0.2908,0.0000,0.0000,3.3167,0.4975,
7.00,16.5,2.4200,4.5800,41.3000,6.6538,0.2776,0.0000,0.0000,3.2250,0.4838,
7.00,17.0,2.4933,4.5067,42.1000,6.4228,0.2651,0.0000,0.0000,3.1333,0.4700,
7.00,17.5,2.5667,4.4333,42.9000,6.2005,0.2533,0.0000,0.0000,3.0417,0.4563,
7.00,18.0,2.6400,4.3600,43.7000,5.9863,0.2422,0.0000,0.0000,2.9500,0.4425,
7.00,18.5,2.7133,4.2867,44.5000,5.7798,0.2317,0.0000,0.0000,2.8583,0.4287,
7.00,19.0,2.7867,4.2133,45.3000,5.5806,0.2218,0.0000,0.0000,2.7667,0.4150,
7.00,19.5,2.8600,4.1400,46.1000,5.3883,0.2123,0.0000,0.0000,2.6750,0.4012,
7.00,20.0,2.9333,4.0667,46.9000,5.2026,0.2033,0.0000,0.0000,2.5833,0.3875,
7.50,0.5,0.0733,7.4267,8.0000,55.7000,14.8533,10.0000,10.0000,6.7833,9.5175,
7.50,1.0,0.1467,7.3533,9.5000,46.4421,7.3533,10.0000,10.0000,6.6917,9.5038,
7.50,1.5,0.2200,7.2800,11.0000,39.7091,4.8533,10.0000,10.0000,6.6000,9.4900,
7.50,2.0,0.2933,7.2067,12.5000,34.5920,3.6033,10.0000,10.0000,6.5083,9.4763,
7.50,2.5,0.3667,7.1333,13.8000,31.0145,2.8533,10.0000,10.0000,6.4167,9.4625,
7.50,3.0,0.4400,7.0600,15.1000,28.0530,2.3533,9.0265,10.0000,6.3250,8.8646,
7.50,3.5,0.5133,6.9867,16.4000,25.5610,1.9962,7.7805,8.3079,6.2333,7.6803,
7.50,4.0,0.5867,6.9133,17.7000,23.4350,1.7283,6.7175,6.5222,6.1417,6.5823,
7.50,4.5,0.6600,6.8400,19.0000,21.6000,1.5200,5.8000,5.1333,6.0500,5.6708,
7.50,5.0,0.7333,6.7667,20.3000,20.0000,1.3533,5.0000,4.0222,5.9583,4.8993,
7.50,5.5,0.8067,6.6933,21.4000,18.7664,1.2170,4.3832,3.1131,5.8667,4.2882,
7.50,6.0,0.8800,6.6200,22.5000,17.6533,1.1033,3.8267,2.3556,5.7750,3.7511,
7.50,6.5,0.9533,6.5467,23.6000,16.6441,1.0072,3.3220,1.7145,5.6833,3.2744,
7.50,7.0,1.0267,6.4733,24.7000,15.7247,0.9248,2.8623,1.1651,5.5917,2.8474,
7.50,7.5,1.1000,6.4000,25.8000,14.8837,0.8533,2.4419,0.6889,5.5000,2.4623,
7.50,8.0,1.1733,6.3267,26.9000,14.1115,0.7908,2.0558,0.2722,5.4083,2.1128,
7.50,8.5,1.2467,6.2533,27.8000,13.4964,0.7357,1.7482,0.0000,5.3167,1.8464,
7.50,9.0,1.3200,6.1800,28.7000,12.9199,0.6867,1.4599,0.0000,5.2250,1.6597,
7.50,9.5,1.3933,6.1067,29.6000,12.3784,0.6428,1.1892,0.0000,5.1333,1.4835,
7.50,10.0,1.4667,6.0333,30.5000,11.8689,0.6033,0.9344,0.0000,5.0417,1.3169,
7.50,10.5,1.5400,5.9600,31.4000,11.3885,0.5676,0.6943,0.0000,4.9500,1.1591,
7.50,11.0,1.6133,5.8867,32.3000,10.9350,0.5352,0.4675,0.0000,4.8583,1.0092,
7.50,11.5,1.6867,5.8133,33.2000,10.5060,0.5055,0.2530,0.0000,4.7667,0.8668,
7.50,12.0,1.7600,5.7400,34.1000,10.0997,0.4783,0.0499,0.0000,4.6750,0.7312,
7.50,12.5,1.8333,5.6667,34.9000,9.7421,0.4533,0.0000,0.0000,4.5833,0.6875,
7.50,13.0,1.9067,5.5933,35.7000,9.4006,0.4303,0.0000,0.0000,4.4917,0.6738,
7.50,13.5,1.9800,5.5200,36.5000,9.0740,0.4089,0.0000,0.0000,4.4000,0.6600,
7.50,14.0,2.0533,5.4467,37.3000,8.7614,0.3890,0.0000,0.0000,4.3083,0.6462,
7.50,14.5,2.1267,5.3733,38.1000,8.4619,0.3706,0.0000,0.0000,4.2167,0.6325,
7.50,15.0,2.2000,5.3000,38.9000,8.1748,0.3533,0.0000,0.0000,4.1250,0.6188,
7.50,15.5,2.2733,5.2267,39.7000,7.8992,0.3372,0.0000,0.0000,4.0333,0.6050,
7.50,16.0,2.3467,5.1533,40.5000,7.6346,0.3221,0.0000,0.0000,3.9417,0.5912,
7.50,16.5,2.4200,5.0800,41.3000,7.3801,0.3079,0.0000,0.0000,3.8500,0.5775,
7.50,17.0,2.4933,5.0067,42.1000,7.1354,0.2945,0.0000,0.0000,3.7583,0.5637,
7.50,17.5,2.5667,4.9333,42.9000,6.8998,0.2819,0.0000,0.0000,3.6667,0.5500,
7.50,18.0,2.6400,4.8600,43.7000,6.6728,0.2700,0.0000,0.0000,3.5750,0.5362,
7.50,18.5,2.7133,4.7867,44.5000,6.4539,0.2587,0.0000,0.0000,3.4833,0.5225,
7.50,19.0,2.7867,4.7133,45.3000,6.2428,0.2481,0.0000,0.0000,3.3917,0.5087,
7.50,19.5,2.8600,4.6400,46.1000,6.0390,0.2379,0.0000,0.0000,3.3000,0.4950,
7.50,20.0,2.9333,4.5667,46.9000,5.8422,0.2283,0.0000,0.0000,3.2083,0.4812,
8.00,0.5,0.0733,7.9267,8.0000,59.4500,15.8533,10.0000,10.0000,7.4083,9.6113,
8.00,1.0,0.1467,7.8533,9.5000,49.6000,7.8533,10.0000,10.0000,7.3167,9.5975,
8.00,1.5,0.2200,7.7800,11.0000,42.4364,5.1867,10.0000,10.0000,7.2250,9.5838,
8.00,2.0,0.2933,7.7067,12.5000,36.9920,3.8533,10.0000,10.0000,7.1333,9.5700,
8.00,2.5,0.3667,7.6333,13.8000,33.1884,3.0533,10.0000,10.0000,7.0417,9.5563,
8.00,3.0,0.4400,7.5600,15.1000,30.0397,2.5200,10.0000,10.0000,6.9500,9.5425,
8.00,3.5,0.5133,7.4867,16.4000,27.3902,2.1390,8.6951,9.2603,6.8583,8.5609,
8.00,4.0,0.5867,7.4133,17.7000,25.1299,1.8533,7.5650,7.3556,6.7667,7.3929,
8.00,4.5,0.6600,7.3400,19.0000,23.1789,1.6311,6.5895,5.8741,6.6750,6.4235,
8.00,5.0,0.7333,7.2667,20.3000,21.4778,1.4533,5.7389,4.6889,6.5833,5.6031,
8.00,5.5,0.8067,7.1933,21.4000,20.1682,1.3079,5.0841,3.7192,6.4917,4.9540,
8.00,6.0,0.8800,7.1200,22.5000,18.9867,1.1867,4.4933,2.9111,6.4000,4.3838,
8.00,6.5,0.9533,7.0467,23.6000,17.9153,1.0841,3.9576,2.2274,6.3083,3.8777,
8.00,7.0,1.0267,6.9733,24.7000,16.9393,0.9962,3.4696,1.6413,6.2167,3.4246,
8.00,7.5,1.1000,6.9000,25.8000,16.0465,0.9200,3.0233,1.1333,6.1250,3.0160,
8.00,8.0,1.1733,6.8267,26.9000,15.2268,0.8533,2.6134,0.6889,6.0333,2.6453,
8.00,8.5,1.2467,6.7533,27.8000,14.5755,0.7945,2.2878,0.2967,5.9417,2.3381,
8.00,9.0,1.3200,6.6800,28.7000,13.9652,0.7422,1.9826,0.0000,5.8500,2.0670,
8.00,9.5,1.3933,6.6067,29.6000,13.3919,0.6954,1.6959,0.0000,5.7583,1.8813,
8.00,10.0,1.4667,6.5333,30.5000,12.8525,0.6533,1.4262,0.0000,5.6667,1.7057,
8.00,10.5,1.5400,6.4600,31.4000,12.3439,0.6152,1.1720,0.0000,5.5750,1.5394,
8.00,11.0,1.6133,6.3867,32.3000,11.8638,0.5806,0.9319,0.0000,5.4833,1.3816,
8.00,11.5,1.6867,6.3133,33.2000,11.4096,0.5490,0.7048,0.0000,5.3917,1.2316,
8.00,12.0,1.7600,6.2400,34.1000,10.9795,0.5200,0.4897,0.0000,5.3000,1.0888,
8.00,12.5,1.8333,6.1667,34.9000,10.6017,0.4933,0.3009,0.0000,5.2083,0.9618,
8.00,13.0,1.9067,6.0933,35.7000,10.2409,0.4687,0.1204,0.0000,5.1167,0.8398,
8.00,13.5,1.9800,6.0200,36.5000,9.8959,0.4459,0.0000,0.0000,5.0250,0.7537,
8.00,14.0,2.0533,5.9467,37.3000,9.5657,0.4248,0.0000,0.0000,4.9333,0.7400,
8.00,14.5,2.1267,5.8733,38.1000,9.2493,0.4051,0.0000,0.0000,4.8417,0.7263,
8.00,15.0,2.2000,5.8000,38.9000,8.9460,0.3867,0.0000,0.0000,4.7500,0.7125,
8.00,15.5,2.2733,5.7267,39.7000,8.6549,0.3695,0.0000,0.0000,4.6583,0.6988,
8.00,16.0,2.3467,5.6533,40.5000,8.3753,0.3533,0.0000,0.0000,4.5667,0.6850,
8.00,16.5,2.4200,5.5800,41.3000,8.1065,0.3382,0.0000,0.0000,4.4750,0.6712,
8.00,17.0,2.4933,5.5067,42.1000,7.8480,0.3239,0.0000,0.0000,4.3833,0.6575,
8.00,17.5,2.5667,5.4333,42.9000,7.5991,0.3105,0.0000,0.0000,4.2917,0.6438,
8.00,18.0,2.6400,5.3600,43.7000,7.3593,0.2978,0.0000,0.0000,4.2000,0.6300,
8.00,18.5,2.7133,5.2867,44.5000,7.1281,0.2858,0.0000,0.0000,4.1083,0.6162,
8.00,19.0,2.7867,5.2133,45.3000,6.9051,0.2744,0.0000,0.0000,4.0167,0.6025,
8.00,19.5,2.8600,5.1400,46.1000,6.6898,0.2636,0.0000,0.0000,3.9250,0.5888,
8.00,20.0,2.9333,5.0667,46.9000,6.4819,0.2533,0.0000,0.0000,3.8333,0.5750,
8.50,0.5,0.0733,8.4267,8.0000,63.2000,16.8533,10.0000,10.0000,8.0333,9.7050,
8.50,1.0,0.1467,8.3533,9.5000,52.7579,8.3533,10.0000,10.0000,7.9417,9.6913,
8.50,1.5,0.2200,8.2800,11.0000,45.1636,5.5200,10.0000,10.0000,7.8500,9.6775,
8.50,2.0,0.2933,8.2067,12.5000,39.3920,4.1033,10.0000,10.0000,7.7583,9.6638,
8.50,2.5,0.3667,8.1333,13.8000,35.3623,3.2533,10.0000,10.0000,7.6667,9.6500,
8.50,3.0,0.4400,8.0600,15.1000,32.0265,2.6867,10.0000,10.0000,7.5750,9.6363,
8.50,3.5,0.5133,7.9867,16.4000,29.2195,2.2819,9.6098,10.0000,7.4833,9.3884,
8.50,4.0,0.5867,7.9133,17.7000,26.8249,1.9783,8.4124,8.1889,7.3917,8.2034,
8.50,4.5,0.6600,7.8400,19.0000,24.7579,1.7422,7.3789,6.6148,7.3000,7.1761,
8.50,5.0,0.7333,7.7667,20.3000,22.9557,1.5533,6.4778,5.3556,7.2083,6.3068,
8.50,5.5,0.8067,7.6933,21.4000,21.5701,1.3988,5.7850,4.3253,7.1167,5.6198,
8.50,6.0,0.8800,7.6200,22.5000,20.3200,1.2700,5.1600,3.4667,7.0250,5.0164,
8.50,6.5,0.9533,7.5467,23.6000,19.1864,1.1610,4.5932,2.7402,6.9333,4.4810,
8.50,7.0,1.0267,7.4733,24.7000,18.1538,1.0676,4.0769,2.1175,6.8417,4.0018,
8.50,7.5,1.1000,7.4000,25.8000,17.2093,0.9867,3.6047,1.5778,6.7500,3.5697,
8.50,8.0,1.1733,7.3267,26.9000,16.3420,0.9158,3.1710,1.1056,6.6583,3.1777,
8.50,8.5,1.2467,7.2533,27.8000,15.6547,0.8533,2.8273,0.6889,6.5667,2.8536,
8.50,9.0,1.3200,7.1800,28.7000,15.0105,0.7978,2.5052,0.3185,6.4750,2.5540,
8.50,9.5,1.3933,7.1067,29.6000,14.4054,0.7481,2.2027,0.0000,6.3833,2.2791,
8.50,10.0,1.4667,7.0333,30.5000,13.8361,0.7033,1.9180,0.0000,6.2917,2.0946,
8.50,10.5,1.5400,6.9600,31.4000,13.2994,0.6629,1.6497,0.0000,6.2000,1.9198,
8.50,11.0,1.6133,6.8867,32.3000,12.7926,0.6261,1.3963,0.0000,6.1083,1.7540,
8.50,11.5,1.6867,6.8133,33.2000,12.3133,0.5925,1.1566,0.0000,6.0167,1.5965,
8.50,12.0,1.7600,6.7400,34.1000,11.8592,0.5617,0.9296,0.0000,5.9250,1.4465,
8.50,12.5,1.8333,6.6667,34.9000,11.4613,0.5333,0.7307,0.0000,5.8333,1.3134,
8.50,13.0,1.9067,6.5933,35.7000,11.0812,0.5072,0.5406,0.0000,5.7417,1.1856,
8.50,13.5,1.9800,6.5200,36.5000,10.7178,0.4830,0.3589,0.0000,5.6500,1.0628,
8.50,14.0,2.0533,6.4467,37.3000,10.3700,0.4605,0.1850,0.0000,5.5583,0.9447,
8.50,14.5,2.1267,6.3733,38.1000,10.0367,0.4395,0.0184,0.0000,5.4667,0.8310,
8.50,15.0,2.2000,6.3000,38.9000,9.7172,0.4200,0.0000,0.0000,5.3750,0.8063,
8.50,15.5,2.2733,6.2267,39.7000,9.4106,0.4017,0.0000,0.0000,5.2833,0.7925,
8.50,16.0,2.3467,6.1533,40.5000,9.1160,0.3846,0.0000,0.0000,5.1917,0.7787,
8.50,16.5,2.4200,6.0800,41.3000,8.8329,0.3685,0.0000,0.0000,5.1000,0.7650,
